order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
3173909,191465,75,3,14,4
3218206,130992,52,1,13,7
1799258,104600,1,2,15,
2241909,53691,9,2,13,6
1724426,112948,54,5,10,12
2612886,127946,22,0,10,7
3163673,131125,43,6,21,2
3293351,26067,9,4,14,9
2932120,47347,36,6,10,7
1959349,134735,58,2,13,4
1232278,24665,4,6,11,30
3415485,179155,7,4,15,1
111580,143352,73,3,11,1
2548393,125436,13,4,9,12
462317,64085,2,1,17,15
2743802,16559,8,3,15,30
312489,133890,70,2,19,3
1283192,204709,93,2,17,0
1717785,8220,61,0,13,1
1663319,110559,2,1,20,28
3156992,144800,34,0,12,3
1982772,183388,6,1,13,12
3132425,165473,7,4,13,26
1262424,119307,27,1,13,5
1252806,112559,17,4,12,0
346206,54636,19,1,17,18
1096375,140739,7,5,13,10
2106355,144335,30,1,14,25
777123,16683,13,3,15,1
1880731,82321,10,3,17,8
162836,132074,12,2,18,5
3057714,385,1,3,17,
837202,197625,9,6,14,6
2214362,1763,9,6,9,12
2307717,22360,4,1,19,14
3361879,200568,16,0,16,9
2755020,100299,2,2,11,4
2085764,4131,10,1,8,12
3009115,71772,5,0,17,8
1991261,198161,4,2,8,30
1038635,15949,4,6,18,8
740226,195742,23,3,13,3
3160145,6756,3,1,12,12
952189,128158,12,5,16,4
2384368,98995,6,6,22,8
1868078,122500,3,6,14,4
1569798,51182,5,1,18,30
973058,32706,3,1,16,4
236275,182775,4,5,18,1
3254779,16965,1,0,15,
860928,71949,4,0,10,14
1529109,182579,15,3,1,30
1886817,173176,4,5,11,3
1061533,110495,1,3,9,
6629,83262,8,1,2,13
2961938,149116,2,4,19,7
50778,20891,31,6,8,15
273954,112236,4,2,15,30
469234,135494,10,2,18,23
1697421,84184,1,0,18,
2432363,43536,4,0,20,7
808527,144239,8,1,9,6
683941,146672,33,2,11,6
223073,153941,1,6,13,
3230438,144726,6,5,12,21
796437,19452,15,3,17,4
666092,96399,4,3,14,8
619178,64243,26,3,16,13
159207,83045,6,3,10,8
2182227,192683,21,4,14,5
3111696,189295,4,0,15,24
2214026,20413,10,5,19,7
2400482,38976,7,1,22,14
2221064,57267,21,2,14,3
1378233,175813,61,6,21,4
337093,36042,14,1,17,16
1213177,193562,16,0,12,0
1990929,178207,1,2,14,
3360460,34924,47,1,10,4
525872,133555,13,4,12,5
436697,137259,2,1,11,30
1601415,124032,23,6,21,30
1913566,48278,2,0,10,20
2595820,174991,2,3,10,4
2517176,21117,12,1,13,22
3173005,80955,74,2,18,2
1322475,26801,26,5,10,5
2737991,126191,12,1,18,19
1933745,30630,21,2,9,30
513903,75115,10,2,17,8
920773,116572,7,1,9,6
1421190,172276,8,1,12,8
2455395,203518,12,5,13,13
1863834,14873,23,3,12,10
2519280,161970,12,2,13,13
2517417,197076,12,2,12,3
1064806,123577,5,0,12,28
1808479,49333,4,4,12,0
866766,57384,46,0,16,2
273582,15130,45,5,7,5
156582,81094,8,1,14,29
2719342,138732,1,3,15,
2699339,56886,18,2,17,10
2132387,78267,93,5,15,2
359090,41538,24,0,16,7
957706,155607,31,5,5,30
2372904,24808,6,4,17,23
1941588,55015,12,2,10,15
2034470,55667,6,2,12,1
541402,29227,15,5,17,8
3152677,30368,27,0,12,10
2241552,113988,8,0,11,14
274025,31189,3,1,17,5
3214884,173031,7,1,22,14
757365,89275,11,2,22,16
2297211,98400,12,6,14,22
2487118,90119,23,5,10,7
750522,203585,4,1,16,3
3321623,32500,5,4,11,8
2148703,117002,3,2,15,28
113451,115909,4,1,16,13
1593961,61046,19,1,15,7
1761400,98088,4,2,13,18
1737840,19300,80,0,12,1
1117981,166871,9,0,7,30
3373757,138467,3,2,18,8
1063636,170508,13,0,3,10
2085356,156044,3,0,14,28
633245,28214,11,6,14,14
204977,160459,3,5,12,1
1256221,143509,26,3,11,1
118800,3657,15,1,18,15
2747237,203399,33,4,13,4
746153,132377,28,0,9,7
630290,169869,53,4,19,4
952159,103566,18,3,14,9
2501966,51618,28,5,12,3
49183,32540,26,1,15,10
262911,122219,11,5,10,26
708663,89766,6,0,14,30
1919071,38776,2,0,10,30
266355,28238,2,5,13,1
3014823,104484,41,2,12,16
800378,156669,5,1,16,11
3281107,34567,46,2,15,4
1219540,114708,5,4,9,14
1682817,104510,2,6,16,28
342573,202681,11,5,15,19
2158100,58971,46,6,11,2
895495,183733,23,0,18,5
1632108,125266,2,2,23,4
1169066,10972,22,0,10,5
2226702,115939,19,2,11,8
1130760,192712,11,4,18,7
3074655,104644,20,0,15,5
1053862,91319,10,4,6,14
868128,196735,27,0,18,18
240104,174377,54,3,16,3
1571584,121984,11,4,12,2
2082557,129433,31,3,9,13
1847997,135193,75,0,20,10
1366627,34695,43,5,12,3
1696431,65766,5,0,15,18
3285072,52642,6,1,8,7
1430299,94619,29,0,11,3
2794592,12507,8,6,13,5
667090,128257,22,3,18,24
342029,4764,19,5,11,1
3387191,107502,11,3,16,3
69772,21173,51,6,14,5
2662468,10302,34,6,15,9
1461618,48785,49,4,18,6
2397435,171360,14,1,8,6
1681297,113391,9,2,11,30
954565,65647,4,1,11,7
649389,168741,40,3,15,4
629789,91542,8,1,16,29
140564,45310,38,4,9,5
76185,95221,19,3,21,3
2603873,86074,4,2,15,22
2151992,81515,7,4,7,0
1886290,65128,2,2,17,7
2138473,74661,3,5,11,1
1776908,110511,1,2,15,
1888522,2200,5,3,14,1
202405,46939,5,4,18,7
2521327,113081,11,2,19,8
3380606,69843,1,0,19,
924545,93917,16,0,16,2
3286062,138814,24,1,9,4
599470,195853,11,3,8,8
1223281,30178,4,2,13,1
2942650,19667,4,5,0,6
1764285,26053,24,1,10,6
1611370,84136,9,2,12,30
3353774,5714,8,4,11,16
789652,16386,22,6,12,7
1489391,190073,8,6,18,19
1499729,58158,18,0,14,20
926193,185150,21,1,0,30
2581765,39026,19,6,8,4
2019038,1120,20,4,16,3
758625,203797,1,4,14,
2040942,168647,1,2,9,
3209446,172636,8,1,18,22
2642057,191930,9,3,11,2
932069,90006,1,3,19,
2253467,75245,13,4,8,20
1413947,13724,1,5,13,
2493331,199418,17,6,13,30
2316462,183735,4,5,12,30
2713475,151431,1,1,10,
356153,2387,74,3,11,2
2169596,18203,11,1,17,7
1700132,16860,1,6,9,
3012079,13527,58,3,19,4
696493,101493,4,6,17,16
27468,198287,3,5,16,4
2132326,15395,22,4,20,18
2849446,111760,7,1,8,14
2668732,175978,1,0,14,
3225192,189909,71,5,9,5
2187782,84178,39,6,12,6
833507,129471,12,2,7,7
533165,9432,44,0,15,6
3065055,76915,6,1,10,6
2991550,51612,42,0,11,6
3213844,139660,3,1,9,0
1908213,158262,68,1,19,3
1639739,164200,12,6,14,7
1483525,70727,7,1,14,9
739384,86045,5,5,20,2
2448536,96519,10,4,7,2
1252889,178114,8,1,13,8
2201210,145628,10,6,15,4
1203540,181195,14,0,14,10
126541,50180,12,0,9,6
758574,100825,76,5,10,1
934635,118720,17,3,11,4
3011475,151378,52,1,19,2
1806429,85647,11,1,9,7
2928180,36824,14,1,11,2
3337242,37481,30,1,13,7
1839350,96299,18,0,21,4
1307175,179080,11,1,18,30
3199887,35785,23,5,14,17
3037280,63305,42,2,6,7
658527,186129,22,5,12,5
125951,75978,4,1,8,7
1607673,38653,47,0,16,6
3347815,6502,10,4,19,11
2299815,37540,3,1,11,30
1008961,140698,24,6,14,12
528951,95816,7,3,12,13
1158713,182642,53,0,15,4
1165597,205325,27,5,15,1
2274085,111955,30,2,17,1
2534611,19741,5,0,21,7
2646035,144485,1,3,8,
2964074,135125,19,0,14,12
77926,151850,7,0,8,7
2110763,170109,5,5,15,8
135389,47643,3,6,11,20
1134217,22842,35,4,17,11
6254,156665,15,5,11,4
683453,81782,5,3,11,7
868949,154205,11,5,9,17
2245528,198618,18,2,15,2
2681747,30806,7,4,18,13
2217400,59175,34,3,17,9
517804,110608,1,0,14,
3044303,77280,23,4,23,1
3299663,22294,9,0,14,7
1290493,121334,5,2,15,8
1617896,77816,15,2,13,5
804877,5236,8,6,11,14
2652252,54461,10,0,16,10
2048605,82129,7,1,13,14
719828,71448,2,1,9,14
711795,123388,2,4,9,14
2019601,128021,14,0,3,5
1051022,179220,4,4,13,13
2262799,195960,7,5,17,3
1056783,118022,6,6,8,14
2296203,95738,37,0,14,4
1193456,186656,10,5,16,24
639969,152514,37,2,10,7
2442333,43333,21,1,9,7
1400003,125481,21,0,14,14
2125677,147030,10,6,17,20
1191317,113215,11,1,20,9
1980795,50932,30,2,10,1
1260523,19323,7,1,17,6
1945634,182399,21,2,17,0
3416911,42980,55,2,10,6
1752249,53124,39,0,16,10
2241332,33379,22,0,11,7
1183136,135331,2,1,10,13
2552065,146550,1,2,8,
3266790,51926,5,4,15,30
1846703,195279,3,0,7,30
1366351,46198,5,1,14,4
2665990,38739,27,0,0,5
1749887,94686,10,6,10,1
2811413,155497,6,2,8,14
1644995,100833,56,0,8,2
3392763,186009,12,6,12,5
2709448,135092,2,6,15,30
1569548,128949,18,4,9,8
1017710,96572,2,3,9,8
3412067,199506,15,1,17,7
2436545,126594,56,3,10,6
2464189,847,12,5,19,8
3370986,86021,16,6,15,30
3343055,107173,10,5,17,5
1245698,27913,3,2,23,6
1418834,108833,5,4,9,15
2574104,192999,51,6,16,2
1584042,17891,6,0,21,7
3003598,141815,6,6,16,9
2360537,103634,23,3,9,5
49847,154375,31,0,15,30
662971,144914,24,2,9,27
1775540,118215,12,5,14,7
3129475,12199,6,0,13,25
3366836,27353,54,3,14,3
541419,168681,41,5,10,2
1816582,197107,11,0,23,6
2406209,45090,16,4,7,8
3209566,179342,15,6,23,8
3192878,87087,65,3,0,1
1070047,7850,6,5,4,17
3256622,111072,23,5,8,7
1213155,128406,58,2,19,8
571419,106043,9,1,13,14
2339107,134069,7,3,14,19
2401915,98491,6,6,12,7
1033496,66612,7,4,12,26
159697,51389,34,5,8,10
1253660,38516,5,3,19,3
541689,128107,1,3,14,
855223,92842,45,4,15,8
1792608,139034,12,4,10,16
1143115,151352,3,1,13,28
2408478,6648,1,3,12,
123091,44056,28,0,12,4
529220,125156,16,6,18,8
2567836,170316,21,0,21,4
204139,99127,7,2,9,13
641691,99759,12,1,13,6
473680,88008,64,2,9,5
1063571,141767,8,4,7,9
107241,153386,22,4,8,10
2870113,32050,5,6,15,30
1478083,184913,13,1,11,2
3419803,11436,2,4,14,6
1897961,168855,17,1,19,6
865642,121087,71,3,6,4
481414,182453,8,2,16,28
2719649,86423,10,5,16,15
448961,129876,23,6,9,13
1147332,86250,19,1,21,10
966484,15936,71,3,14,1
1477597,193724,21,4,15,18
2117632,152411,67,5,15,1
852419,108396,31,2,10,3
2834104,206035,33,1,11,4
1680818,162637,30,2,16,7
2368896,82657,1,2,21,
1153254,146765,21,6,17,6
1252459,79738,10,4,10,4
2175339,90080,63,6,16,2
3251168,52923,18,6,11,3
2266886,138304,27,3,22,1
2554033,137410,20,6,13,4
109572,27196,1,2,9,
1265913,100070,10,6,8,6
309132,13854,4,2,7,7
941308,55703,34,1,3,2
307520,169188,57,6,16,5
3060706,104676,52,4,12,3
27011,68955,14,3,11,11
301462,210,59,6,17,2
3366516,201648,5,5,10,7
2650934,171720,10,6,11,3
1931425,42099,3,1,15,7
1300533,193241,1,2,18,
2151808,59107,41,2,19,4
1056950,1909,17,1,19,8
1170566,190546,2,1,15,10
1942748,140626,14,2,19,6
333081,6250,53,5,10,7
3269784,185171,8,0,14,8
418242,94229,6,5,17,14
1765015,194326,49,0,19,21
1400936,126813,1,1,10,
3149487,139038,3,3,13,3
1243995,26076,7,6,13,2
8515,177940,5,2,15,23
996366,48035,38,6,14,13
467715,132829,13,3,15,21
472275,62401,6,4,18,30
525079,55579,48,2,11,1
1488552,136083,4,1,18,5
1584109,96735,1,5,16,
398514,184481,8,5,18,13
2211002,161107,4,0,16,5
2513754,106987,4,2,14,9
2030691,87044,2,5,18,10
68213,126597,5,0,16,30
22434,24530,61,3,10,7
670107,31120,21,0,18,30
1742756,103087,26,3,8,9
1694433,123364,2,6,10,10
927558,110705,9,2,12,0
640443,30481,4,5,16,30
3121680,92670,4,6,6,7
563038,119922,2,4,14,30
1081127,115714,5,6,13,9
3272008,55576,22,6,16,11
2517472,20255,20,0,12,11
1697854,43448,38,2,11,3
980325,164653,23,1,18,1
2333062,93440,14,4,20,4
351828,67456,5,0,18,30
3159756,35314,35,1,16,0
2161057,96750,77,3,17,1
3177299,101948,12,2,14,22
2995928,48527,89,1,9,2
3025958,122431,20,1,21,22
2802373,46614,7,0,10,14
3327463,192136,27,1,9,5
1583575,72902,40,2,13,4
2281964,73113,23,3,12,30
3352582,174871,9,0,14,1
528657,140731,49,6,14,12
2756044,47330,14,0,22,20
2395508,189042,5,6,9,20
141509,142335,1,6,10,
1416587,206036,5,1,12,8
345861,202239,13,6,18,6
1146269,139464,37,0,10,29
156636,86257,30,6,11,13
2751825,173316,11,5,16,30
2336167,59400,4,0,11,8
1306751,39714,4,2,15,30
677772,184762,5,6,0,13
627183,106766,4,2,20,22
2651439,77951,2,6,10,30
1580552,12735,4,4,15,28
934540,126171,7,6,22,6
3312595,188755,3,1,18,9
2753713,153123,3,6,14,30
2313149,127534,2,2,14,23
1644986,103395,8,4,10,30
2363839,157667,21,1,19,0
87823,59381,13,5,14,19
14491,93644,7,1,9,10
3313880,19667,2,5,13,0
352905,141817,4,0,11,6
1570506,154772,22,5,17,12
2897282,187736,6,3,7,11
2602155,85120,66,0,17,2
2626382,169141,10,2,10,30
1550316,120321,3,0,16,30
618208,38817,8,4,10,30
2204848,142425,39,5,11,4
1918432,49902,13,1,16,4
1476114,138241,50,1,13,3
866117,140547,5,1,16,6
2322587,199005,29,2,13,11
3124895,126019,1,2,7,
3197786,104984,17,0,18,7
462459,195269,14,3,16,11
847351,97327,11,1,14,17
2860013,108910,7,4,16,14
1044851,68081,27,3,23,7
2779956,146670,20,6,11,5
2350478,111428,3,6,19,30
342101,197270,6,1,17,5
1236872,27326,1,1,13,
1583030,148345,19,5,9,3
283113,159211,45,0,16,6
1108270,24578,9,4,14,4
1273407,187327,2,0,20,6
3399208,74257,20,1,20,6
1492415,195403,4,3,16,30
1678645,125257,50,2,12,8
88543,98115,7,5,14,3
3404285,163825,13,1,20,4
2907430,178327,5,4,19,25
1257893,159597,19,0,16,25
94102,71912,16,4,10,19
3252579,80170,4,1,19,3
1421353,10624,8,0,17,30
108499,2951,12,3,17,8
2987749,128013,16,1,19,21
2266209,78040,7,1,22,14
929874,26515,5,2,14,30
586996,67534,41,6,16,6
932003,17109,2,6,11,4
483477,65470,15,4,8,10
2879646,70799,10,3,14,2
722754,158402,25,0,16,8
1434697,178581,20,1,8,2
2141989,17354,4,4,8,30
3281002,159686,19,6,10,6
3182879,147608,5,0,11,6
2408796,148247,8,2,14,0
2931658,185059,8,1,22,1
2042795,85887,4,5,21,14
2003003,40016,8,6,17,0
1200909,193672,10,5,18,8
799908,130746,27,2,14,5
3080694,59892,41,6,10,6
217729,169040,4,4,15,9
2080515,184119,26,2,16,6
756078,145820,4,0,13,7
24088,95839,12,0,11,21
111296,157555,44,2,13,4
2912881,9006,12,0,15,5
1429809,201201,14,0,14,7
2662408,205286,33,3,15,9
3382824,176047,5,6,11,3
2181498,165409,5,3,16,23
66194,173152,6,5,13,23
2739945,34000,89,6,16,1
2786535,189750,10,6,12,24
906692,104481,12,0,21,7
211498,109465,9,5,15,23
2315768,20611,20,4,10,3
3042399,21183,21,1,10,0
1485969,46101,3,0,16,13
799087,39180,9,4,18,30
2187885,196451,19,0,11,28
1059248,146255,47,2,11,4
3270052,191292,17,1,9,4
3316192,157195,24,1,16,8
2368058,118637,2,5,14,9
3080773,35498,16,4,21,3
2401901,102675,2,1,16,10
3235212,46529,17,0,10,7
1773253,127606,6,0,11,20
2983588,115884,20,0,11,8
307924,96192,61,5,10,2
86648,99984,15,4,6,30
2716430,98065,67,2,8,4
2827306,199641,31,6,12,10
3230811,191300,12,0,16,3
296247,30091,14,2,18,14
937703,185527,14,6,8,27
3221721,90632,29,3,11,4
2193327,88722,12,5,14,21
911707,172663,1,6,13,
3074603,135176,57,3,16,5
383114,122220,8,1,17,22
1545730,63981,10,5,14,3
2921666,126558,12,1,9,21
2476150,153738,4,6,9,15
1195008,157277,32,2,18,2
2021005,77436,8,5,17,8
571505,151168,18,2,15,11
2316839,126309,8,0,8,30
110285,6613,21,1,11,22
1803353,126436,12,3,10,10
3362005,199294,5,6,9,7
1776091,62843,2,3,20,30
799870,22377,46,0,10,7
2575290,183737,27,0,22,12
424655,88934,45,2,8,4
527665,187015,29,1,13,30
116034,113959,21,4,15,22
325658,193303,4,1,18,30
1036210,172897,14,1,14,16
1192832,111728,14,5,10,5
3053691,103307,5,0,13,7
801365,69288,5,1,8,30
3188199,187105,38,0,10,10
3111663,35176,13,1,8,7
646280,103516,18,1,11,21
755966,88593,7,2,15,28
1518862,136583,6,5,9,25
1282935,94319,1,4,14,
1644824,96123,34,2,16,7
2277955,33125,17,0,18,14
998971,62236,5,5,13,8
986350,57544,11,0,10,24
252909,23024,1,6,10,
1400677,139365,21,6,13,3
851330,202939,60,4,15,2
1034370,70307,34,6,17,10
1676919,150964,6,2,20,13
1408194,104690,7,6,8,2
2640881,177863,12,4,9,2
2805377,57215,2,6,16,30
111708,102244,7,3,16,14
1356139,195443,29,4,17,3
24887,65625,38,4,16,11
1655370,93788,8,4,13,16
447151,24770,2,0,20,30
2642716,147723,9,5,15,14
2609837,105250,6,6,23,16
371847,193852,39,1,9,4
410821,201185,49,1,11,5
1744197,194968,12,5,9,11
1412797,198228,56,0,18,2
313666,99400,87,1,16,4
1959814,137161,3,0,7,30
317191,80422,71,6,18,1
180800,111550,21,1,9,10
3069522,182291,39,6,13,5
1664117,101184,12,4,8,30
2592974,11642,3,5,11,30
521142,53994,3,4,15,7
2293837,203143,1,4,16,
2536301,150680,27,2,15,2
1239002,109974,51,3,14,18
760142,189435,5,3,15,12
430833,104723,29,0,14,7
252708,109140,3,0,16,30
1896347,104304,25,0,13,2
3198654,187008,28,6,13,11
1633590,25884,27,4,23,12
891503,98534,23,5,22,6
158599,17969,6,4,16,11
2776878,49655,11,0,11,21
912155,18412,47,1,20,3
481725,118249,3,2,16,30
890396,135584,3,5,23,5
602498,99867,4,4,11,4
2731103,54964,4,2,15,5
1142019,134237,21,1,10,10
117249,10445,28,4,15,10
3326210,31726,2,6,14,21
1935350,123844,18,0,17,13
1028271,78514,4,3,17,16
799991,170500,4,0,11,3
207527,193583,12,4,10,2
1682618,204923,5,5,9,3
1819762,142922,1,4,20,
404404,72977,2,6,20,30
1315310,108556,34,1,9,7
3417499,136988,4,2,6,13
3410904,183838,41,4,13,2
1790191,163102,21,4,11,2
2518889,828,6,1,9,13
2147548,95855,6,0,12,4
3044725,88914,18,3,7,8
1622112,39724,10,0,0,12
770070,61380,1,1,9,
2557663,186534,43,3,16,9
1006164,117818,12,5,9,10
367463,64719,39,2,10,1
2845623,166934,9,4,20,5
565408,19142,7,2,9,30
3072723,169597,25,1,23,6
971357,55800,37,4,19,11
1217402,202896,7,5,22,4
2765150,29976,18,0,19,4
3309312,204342,1,1,12,
2760994,49035,2,3,16,22
985418,121294,2,1,17,30
2319495,145577,25,4,15,7
2833860,9536,2,5,8,9
941440,90927,25,6,9,7
3062000,93725,10,6,15,14
1696927,71527,11,3,10,9
1367909,111432,43,2,9,5
1733057,95597,23,6,10,1
3069958,63000,27,3,14,2
1288195,198611,4,4,11,30
3206600,33500,5,2,17,30
2164463,199743,39,1,15,10
3175529,16877,3,5,16,4
2269972,133813,4,3,21,13
1190452,106701,8,4,14,4
1913651,114037,19,3,22,2
375919,16354,6,0,10,20
3352496,58416,53,0,13,2
437076,27550,36,6,16,7
2274810,129200,22,6,13,6
118487,56613,13,0,13,13
3025326,124015,3,5,12,30
1289676,22546,1,3,17,
1378626,34654,19,3,9,2
2088715,96492,4,1,15,23
3367773,33770,2,0,15,4
1105079,200501,16,2,12,30
613407,89304,11,2,19,1
368473,123910,49,1,14,0
1552771,38088,17,0,18,21
1077521,97333,7,0,14,5
2294140,114751,31,1,8,5
1794831,42756,3,3,18,30
156074,59655,1,3,11,
2614793,78162,37,0,7,2
3178167,11189,34,6,8,6
2743219,174735,3,2,15,9
458533,163323,1,6,13,
2298121,170840,33,0,16,26
2471271,169803,19,0,23,3
3263389,113906,1,5,13,
1127353,139860,1,6,18,
2028407,169669,2,1,16,23
1609581,15332,8,3,12,30
2012253,199057,2,6,9,30
756379,33332,1,5,15,
2452784,75966,1,0,14,
3417036,64729,2,2,11,17
2240020,77620,44,1,14,5
1635616,50641,7,3,6,2
101963,140723,4,5,17,1
3232274,92678,15,0,11,3
3358033,46169,11,1,20,5
1150661,20766,10,4,7,10
2844375,99707,84,2,13,1
1737509,64595,2,6,12,22
975999,61078,17,6,15,7
2856589,96049,3,6,12,6
922659,93976,13,2,9,8
518683,54979,13,2,21,19
3337351,62011,14,1,6,19
2954767,117963,44,5,12,30
3141912,117841,30,3,10,5
473434,175613,58,0,16,8
1891112,109531,2,6,8,3
3080727,199137,9,0,9,5
117194,151165,6,5,14,30
1606404,192317,2,6,10,7
992884,135662,8,2,18,26
853701,154834,10,3,18,30
1166700,142328,7,3,13,2
2268531,88824,5,5,8,10
2451154,156882,10,0,12,3
3356174,87007,9,0,5,30
825189,69095,31,5,9,6
977003,58877,18,3,12,3
1753783,140314,10,1,13,7
2525110,144055,10,3,13,0
1405653,27185,16,3,16,9
2503960,89180,9,2,10,8
3405638,44860,40,2,10,8
1847100,24255,8,4,17,30
561520,195851,6,0,16,14
262794,122034,15,4,10,8
2920092,137311,52,5,14,5
544012,71767,33,0,16,10
2043013,56463,32,4,12,8
2762440,161130,3,3,8,8
1758498,54729,39,1,1,10
247565,203307,5,0,16,23
2405252,121031,21,0,16,30
249917,178723,8,4,18,8
755874,67545,2,0,15,5
3302148,155459,16,5,9,9
1641029,73598,7,2,11,8
3384461,107696,5,4,13,30
2766886,172617,4,3,10,8
3366796,110458,7,4,14,8
193591,182956,18,0,17,20
977841,145956,11,3,17,9
1147768,74835,9,4,14,25
557677,121353,55,5,9,14
565809,180967,9,0,16,3
95826,111757,5,0,17,21
64476,15190,3,4,16,28
3026527,155418,9,3,10,5
713015,6015,15,2,14,2
2202908,175041,1,3,12,
1246980,86241,18,2,10,9
1207685,50025,12,5,11,9
2645406,160643,41,0,10,10
3327271,112322,4,1,7,30
2012461,49837,7,5,11,5
2319821,183981,11,6,13,1
1398343,91916,3,6,23,1
251805,121040,11,6,18,4
1880290,127361,13,0,13,15
1661734,58401,2,6,22,30
43977,146608,10,4,21,30
851492,52564,34,2,8,5
1897462,117452,4,6,19,0
386424,70664,3,4,12,1
2116809,41324,39,0,16,8
3331036,159237,9,2,11,4
2311412,53054,4,5,9,8
895770,143619,25,3,13,6
1900388,191881,1,5,7,
859465,57197,6,4,12,3
3407048,126918,10,6,17,30
629567,107451,25,4,13,4
787607,84919,13,0,11,13
2985288,139029,5,1,16,6
2466149,58594,7,0,17,30
1086633,107379,10,5,14,5
2847524,19300,2,5,23,1
2347294,39942,13,3,13,1
184435,201631,39,2,18,2
2936310,119728,11,5,9,3
3237205,23735,17,5,17,2
1713093,93798,14,4,16,13
1380522,63941,23,3,10,17
701032,49068,4,6,17,14
2902615,200366,2,3,13,8
1941763,57788,15,1,12,9
2656199,41388,10,6,19,20
482562,169778,5,6,16,30
2978581,6410,6,3,15,17
1292303,178464,40,0,11,7
374795,140659,18,4,10,6
1393488,114627,35,5,7,20
491475,97364,11,6,10,13
2648732,152158,24,6,14,3
23131,153215,11,0,19,9
1943952,184085,55,1,15,4
3280561,17232,23,5,10,9
2562108,96048,55,2,12,8
295286,63587,1,3,22,
21908,138567,15,2,9,30
2230769,113521,2,2,12,4
3387300,151943,2,2,15,30
1934204,61883,2,4,15,15
395055,163496,6,0,13,30
614178,25282,12,6,14,19
410612,199281,17,5,18,3
1106728,130810,16,4,10,6
1801797,48526,30,6,15,13
1231526,77444,15,3,14,23
3183265,165378,6,2,13,13
1741124,168799,30,5,9,7
861035,190665,9,1,15,1
657,193653,11,2,10,5
1470140,178923,5,3,20,10
2964222,51782,20,1,14,4
1490383,8829,10,5,8,5
1053768,143037,46,4,10,7
1398076,194321,30,3,23,4
1189573,46230,12,5,15,19
2804827,148990,1,2,14,
1162098,114358,5,4,7,4
2619672,290,12,6,12,6
75258,186679,8,1,11,30
3275724,7044,8,0,12,13
1911117,68094,9,0,10,7
306199,122943,7,1,9,30
637341,153160,8,0,9,6
1080191,176067,7,1,11,30
2671351,180437,64,4,9,1
324844,20248,30,2,12,9
53236,94533,54,6,13,2
2172533,192268,5,2,17,30
1044221,101647,7,2,7,30
1146245,116766,18,6,7,5
543462,1746,6,5,13,14
147064,92981,21,2,8,10
3339949,178035,7,0,16,11
2032059,52686,23,0,9,12
1733703,27064,1,5,13,
3020197,48137,31,2,11,4
1864947,66019,33,1,15,9
299576,8801,2,2,11,5
1084592,102970,26,1,11,6
1883678,144399,6,1,9,14
2425887,17365,1,6,15,
1563772,83333,28,0,8,3
1940482,165525,8,0,22,6
2873644,88464,13,3,8,9
3123768,37716,20,1,12,8
2413469,145778,5,5,16,29
590102,86959,7,6,12,30
101384,195178,22,2,9,19
3207563,1018,63,3,15,1
1081151,59109,6,6,17,4
1404317,67054,23,0,10,19
2159623,187221,54,5,15,3
2722083,25697,7,6,14,5
2407182,28478,60,5,23,2
2060202,12544,8,3,17,10
1376215,18634,3,2,14,30
3160631,127265,4,1,10,19
610555,130465,91,1,13,0
1959949,89725,1,6,11,
109258,145229,8,4,14,15
1279384,31159,5,3,15,2
3166787,80006,31,6,11,8
1617359,206035,53,1,11,12
1795182,91391,30,0,22,2
865974,334,9,6,14,4
1200704,203807,23,4,14,9
2309385,57287,41,5,23,10
2124415,5314,10,5,13,18
2097410,204173,12,1,11,6
157727,179574,4,0,9,11
1784956,109842,2,5,14,30
2879853,197290,31,0,8,8
2622884,34741,9,1,23,3
3082009,25361,4,6,18,7
1985437,87483,5,4,14,6
2274798,158925,60,4,7,1
1803895,166501,3,5,10,30
1506973,93505,20,3,11,0
2256151,134972,16,2,20,9
412675,46078,8,4,16,7
2010477,181116,12,2,8,1
1788641,95231,7,5,19,9
403960,28446,21,0,12,7
2115598,204129,4,5,14,28
3248289,75477,16,3,6,5
2830498,102409,16,3,13,22
3357627,156758,30,3,16,5
995331,103489,29,3,15,4
10853,73826,25,0,18,7
520999,166157,26,5,14,10
2932315,93637,3,0,16,30
1498905,11917,5,2,19,6
859963,76356,3,2,12,11
3006474,8789,10,6,11,5
2869863,201180,11,1,11,4
1335736,81350,46,2,10,2
2317506,36359,46,1,9,4
2382205,172063,35,2,17,3
529535,196282,50,3,22,3
2767436,143491,2,4,12,7
1725802,178671,11,4,13,5
684543,159543,11,3,11,2
1291271,126569,9,2,6,2
923240,198883,18,3,13,3
1092278,44057,15,1,18,1
2299058,143767,2,0,19,5
2508661,27269,16,1,9,13
2942765,43378,2,5,16,10
867001,152015,3,1,11,8
3267376,13620,41,0,13,5
504385,139420,8,4,14,5
2008302,82151,5,1,11,7
1762193,59057,20,5,7,5
712300,38181,2,0,16,14
517637,164838,31,4,8,2
2411266,64970,4,1,16,30
282532,17558,1,3,14,
1258230,154358,19,3,18,14
309301,86661,58,3,9,2
2629157,48385,14,0,17,19
421582,105478,17,1,1,5
1462068,41667,4,5,10,4
325921,173065,2,5,17,30
2368484,15558,15,3,23,7
611424,27613,2,2,8,30
304033,80253,11,2,15,30
2722695,42113,23,0,14,8
791908,153533,16,2,7,11
879251,98503,20,2,12,21
3166297,62724,27,4,16,5
1498419,71613,3,4,9,27
